type,legal_name,trade_name,street_address,registration_number,date_first_registered,registration_begins,registration_ends,establishment_status,supervisor_no,supervisor_name,successor_no,successor_name
PHARMACY,"LUBY, JOHN P.",CORAM SELDEN PRESCRIPTION,"CORAM SELDEN PRESCRIPTION 248-260 MIDDLE COUNTRY RD SELDEN, NY 11784-0000",16071,3/7/78,Not on file,12/31/89,DISCONTINUED,,,,
PHARMACY,LUCAS MILLER INC.,HOLLEY PHARMACY,"3 GEDDES ST. EXT HOLLEY, NY 14470-0000",33281,12/22/14,12/1/20,9/16/21,TRANSFER,,,38937,CDSRX LLC/ HOLLEY PHARMACY
PHARMACY,LUCIA'S PHARMACY INC.,,"2090 HYLAN BLVD STATEN ISLAND, NY 10306-0000",37720,11/13/19,11/13/19,10/31/22,,61140,,,
PHARMACY,LUCKY CARE PHARMACY INC.,,"3720 PRINCE STREET #1A FLUSHING, NY 11354-0000",31577,11/30/12,11/1/18,4/28/20,TRANSFER,,,,
PHARMACY,"LUCKY HEALTH PHARMACY, INC.",,"224A CANAL STREET NEW YORK, NY 10013-0000",33426,3/19/15,3/19/15,6/29/17,DISCONTINUED,,,,
PHARMACY,"LUCKY PHARMACY, INC.",,"90-06 37TH AVE JACKSON HEIGHTS, NY 11372-0000",27744,6/12/06,6/12/06,7/13/07,DISCONTINUED,,,,
PHARMACY,LUDWIG'S DRUG STORE INC.,,"805 WASHINGTON AVE. BROOKLYN, NY 11238-0000",2212,1/1/31,2/1/16,8/9/16,TRANSFER,,,34678,GOOD NATURE PHARMACY LLC
PHARMACY,"LUIZZI PHARMACY, INC.",,"109-111 WASHINGTON AVE. ENDICOTT, NY 13760-0000",9146,5/17/61,Not on file,4/18/96,DISCONTINUED,,,,
PHARMACY,"LUKO, INC.",LE DRUG STORE,"254-23 HORACE HARDING BLVD. LITTLE NECK, NY 11362-0000",18794,9/23/85,Not on file,2/25/93,TRANSFER,,,,
PHARMACY,"LUMIT PHARMACY, INC.",LUMIT PHARMACY,"200 EAST 167TH STREET BRONX, NY 10456-0000",25459,9/30/02,10/1/07,4/7/08,TRANSFER,,,28838,LUMIT RX INC./ LUMIT PHARMACY
PHARMACY,LUMIT RX INC.,LUMIT PHARMACY,"200 EAST 167TH ST. BRONX, NY 10456-0000",28838,4/7/08,4/1/20,3/31/23,,48102,,,
PHARMACY,"LUNA PARK PHARMACY, INC.",,"2875 W. 8TH ST. BROOKLYN, NY 11224-0000",23200,3/20/97,4/1/22,3/31/25,,34964,,,
PHARMACY,"LUNAR DRUG, INC.",FAMILY PHARMACY OF BELLMORE,"115 BEDFORD AVE. BELLMORE, NY 11710-0000",11302,5/9/66,Not on file,1/5/96,DISCONTINUED,,,,
PHARMACY,"LUTHERAN CENTER FOR THE AGING, INC.",,"C/O PHARMACY RTE 25A SMITHTOWN, NY 11787-0000",16316,12/27/78,Not on file,10/30/03,TRANSFER,,,,
PHARMACY,"LUTHERAN SOCIAL SERVICES OF UPPER NEW YORK, INC.",,"C/O PHARMACY DEPT. 715 FALCONER ST. JAMESTOWN, NY 14701-0000",20236,1/29/90,Not on file,11/9/98,DISCONTINUED,,,,
PHARMACY,LYDIG AVENUE PHARMACY CORP.,,"742 LYDIG AVENUE BRONX, NY 10462-0000",26027,6/12/03,7/1/10,8/18/11,TRANSFER,,,30874,SAFIA PHARMACY INC./ LYDIG PHARMACY
PHARMACY,LYDIG DRUG STORE INC.,,"2139 WHITE PLAINS RD. BRONX, NY 10462-0000",20762,10/17/90,Not on file,5/5/93,DISCONTINUED,,,,
PHARMACY,LYELL AVENUE PHARMACY INC.,LYELL AVE PHARMACY,"115 LYELL AVE ROCHESTER, NY 14608-0000",28924,6/2/08,6/2/08,3/12/09,DISCONTINUED,,,,
PHARMACY,LYNBROOK DRUGS CORP.,,"353 MERRICK ROAD LYNBROOK, NY 11563-0000",38873,6/24/21,6/24/21,5/31/24,,67768,,,
PHARMACY,"LYNCOURT DRUG, INC.",,"C/O PHARMACY 106 ARTERIAL RD. SYRACUSE, NY 13206-0000",9585,5/1/31,1/1/05,4/6/05,TRANSFER,,,,
PHARMACY,"LYNCOURT DRUG, INC.",JACK'S SOUTH SIDE PHARMACY,"2729 SO. SALINA ST. SYRACUSE, NY 13205-0000",19138,6/10/86,Not on file,8/22/88,DISCONTINUED,,,,
PHARMACY,"LYNDON BAINES JOHNSON HEALTH COMPLEX, INC.","JOHNSON, LYNDON BAINES, HEALTH COMPLEX, INC.-X-REF","C/O PHARMACY 276 NOSTRAND AVE. BROOKLYN, NY 11205-0000",14566,4/25/74,Not on file,12/31/01,DISCONTINUED,,,,
PHARMACY,"LYON PARK PHARMACY, INC.",,"548 WILLETT AVE. PORT CHESTER, NY 10573-0000",10240,1/1/64,Not on file,3/25/98,TRANSFER,,,23589,SHIV PHARMACY CORP./ LYON PARK PHARMACY
PHARMACY,M & A PHARMACY CORP.,MEDEX PHARMACY,"96-02 JAMAICA AVENUE WOODHAVEN, NY 11421-0000",25512,12/2/02,1/1/20,12/31/22,,44749,,,
PHARMACY,M & B PHARMACY INC.,,"319 HOOPER STREET BROOKLYN, NY 11211-0000",18355,11/9/84,Not on file,2/12/92,DISCONTINUED,,,,
PHARMACY,M & D FAMILY PHARMACY INC.,,"99-06 63RD ROAD REGO PARK, NY 11374-0000",24570,12/14/99,Not on file,10/2/01,DISCONTINUED,,,,
PHARMACY,"M & D PHARMACY, LLC",HARLEM PHARMACY,"17 WEST 125TH ST NEW YORK, NY 10027-0000",29773,11/4/09,11/1/15,1/10/18,DISCONTINUED,,,,
PHARMACY,M & F PHARMACY INC.,,"712 NOSTRAND AVE. BROOKLYN, NY 11216-0000",22451,3/31/95,4/1/22,3/31/25,,33011,,,
PHARMACY,M & G DRUGS INC.,NU GALAXY DRUG & SURGICAL,"753 SUFFOLK AVE. BRENTWOOD, NY 11717-0000",23303,6/10/97,Not on file,10/30/97,DISCONTINUED,,,,
PHARMACY,"M & I MANAGEMENT, INC.",,"41-16 30TH AVE ASTORIA, NY 11103-0000",28205,3/2/07,3/1/10,2/3/11,DISCONTINUED,,,,
PHARMACY,M & I PHARMACY INC.,,"853 EAST NEW YORK AVE. BROOKLYN, NY 11203-0000",17445,5/3/82,6/1/13,5/29/15,TRANSFER,,,33612,AMRINA PHARMACY INC./ M & I PHARMACY
PHARMACY,M & J CHEMISTS INC.,OCEAN CHEMISTS,"3124 LONG BEACH RD. OCEANSIDE, NY 11572-0000",16988,1/8/81,2/1/07,9/21/09,TRANSFER,,,29699,OCEAN PHARMACY INC./ OCEAN CHEMISTS
PHARMACY,M & L PHARMACY INC.,BELMONT DRUGS AND SURGICAL,"626 SUNRISE HWY. W. BABYLON, NY 11704-0000",16928,10/17/80,11/1/13,6/14/16,DISCONTINUED,,,,
PHARMACY,M & M PHARMACY LLC,M & M PHARMACY,"101-04 QUEENS BLVD. FOREST HILLS, NY 11375-0000",26169,9/9/03,10/1/10,1/25/11,TRANSFER,,,30446,"ACARIAHEALTH PHARMACY #12, INC."
PHARMACY,M & N PHARMACY CORP.,VICTOR PHARMACY,"662 MORRIS PARK AVE. BRONX, NY 10462-0000",23081,2/27/97,3/1/22,2/28/25,,43545,,,
PHARMACY,M & O PHARMACY INC.,ART CHEMISTS,"60-10A KISSENA BLVD. FLUSHING, NY 11355-0000",19384,3/2/87,Not on file,3/6/90,TRANSFER,,,20546,"FAIZ & FAROOQ PHARMACY, LTD."
PHARMACY,M & O PHARMACY INC.,MEDICINE AVENUE PHARMACY,"9 S. MIDDLENECK RD. GREAT NECK, NY 11021-0000",28586,10/29/07,10/1/10,12/7/10,DISCONTINUED,,,,
PHARMACY,M & P PHARMACY LLC,HEALTHCARE PHARMACY,"567 CORTLANDT AVE. BRONX, NY 10451-0000",28727,3/24/08,3/1/11,4/26/11,TRANSFER,,,30621,ARYA PHARMACY CORP/ HEALTHCARE PHARMACY
PHARMACY,"M & Q PHARMACY, INC.",FORDHAM DRUGS,"2487 CRESTON AVENUE BRONX, NY 10468-0000",17218,7/24/81,Not on file,12/18/89,DISCONTINUED,,,,
PHARMACY,M & R PHARMACY INC.,,"163 LINDEN BLVD. BROOKLYN, NY 11226-0000",14544,1/12/72,Not on file,4/8/94,TRANSFER,,,22072,DEVKI PHARMACY CORP./ MICHAEL'S PHARMACY
PHARMACY,M & S PHARMACY INC.,EAST VILLAGE PRESCRIPTION CENTER,"72 AVENUE A NEW YORK, NY 10009-0000",19675,3/1/88,Not on file,4/15/91,TRANSFER,,,20920,"EAST VILLAGE CHEMISTS, INC."
PHARMACY,M & V PHARMACY INC.,,"1663 BOSTON RD. BRONX, NY 10460-0000",18152,5/9/84,6/1/19,5/26/22,DISCONTINUED,,,,
PHARMACY,M AND D DRUGS INC.,NU GALAXY DRUG & SURGICAL,"753 SUFFOLK AVE. BRENTWOOD, NY 11717-0000",12821,12/25/69,Not on file,6/10/97,TRANSFER,,,23303,M & G DRUGS INC./ NU GALAXY DRUG & SURGICAL
PHARMACY,"M AND F PHARMACY, INC.",MANCY PHARMACY,"2483 BROADWAY NEW YORK, NY 10025-0000",16334,1/18/79,Not on file,1/29/88,DISCONTINUED,,,,
PHARMACY,M AND M PHARMACY INC.,,"1901 AVE M BROOKLYN, NY 11230-0000",15459,5/1/76,Not on file,9/20/96,TRANSFER,,,22955,Y & Z PHARMACY INC./ M & M PHARMACY
PHARMACY,M C P PHARMACY INC,,"582 FIFTH AVE BROOKLYN, NY 11215-0000",14838,12/21/74,Not on file,1/29/88,TRANSFER,,,19684,DANTE PHARMACY CORP./ BROOK MEDICAL COMPANY
PHARMACY,M DRUGS INC.,,"405 AVE. M BROOKLYN, NY 11230-0000",25318,5/23/02,6/1/22,5/31/25,,47963,,,
PHARMACY,M M K INC.,MY OWN CHOICE,"539 FLUSHING AVE. BROOKLYN, NY 11206-0000",19144,6/17/86,Not on file,8/20/92,DISCONTINUED,,,,
PHARMACY,"M S R MERCHANDISE CO., INC.",TERRACE CHEMISTS,"477 GREAT NECK ROAD GREAT NECK, NY 11021-0000",15472,5/3/76,Not on file,10/31/91,DISCONTINUED,,,,
PHARMACY,M-2 PHARMACY INC.,,"302 EAST 170TH ST. BRONX, NY 10456-0000",18734,8/8/85,Not on file,11/2/92,DISCONTINUED,,,,
PHARMACY,"M-H DISTRIBUTORS, INC.",MEDICAL HALL PHARMACY,"C/O PHARMACY 254-18 NORTHERN BLVD. LITTLE NECK, NY 11363-0000",22502,5/22/95,Not on file,11/28/97,DISCONTINUED,,,,
PHARMACY,M. AND S. DRUGS INC.,"LONG ISLAND CITY CHEMIST,PHARMACY","30-12 36TH AVE. LONG ISLAND CITY, NY 11106-0000",18640,6/6/85,7/1/22,6/30/25,,33930,,,
PHARMACY,"M. G. E. PHARMACY, INC.",DUTCH BROADWAY PHARMACY,"1785 DUTCH BROADWAY ELMONT, NY 11003-0000",11973,1/2/68,2/1/16,2/22/16,DISCONTINUED,,,,
PHARMACY,"M. G. PHARMACY, INC.",DUANESBURG PHARMACY,"COR. RT. 7 & RT. 20 DUANESBURG, NY 12056-0000",16640,12/13/79,Not on file,8/30/90,DISCONTINUED,,,,
PHARMACY,"M. POLTARAK, INC.",HUNT'S POINT DRUG CO.,"C/O PHARMACY 2799 THIRD AVE. BRONX, NY 10451-0000",9294,9/1/61,10/1/07,11/26/08,TRANSFER,,,,
PHARMACY,M.A. PHARMACY INC.,,"115 W. 128TH ST. NEW YORK, NY 10027-0000",18194,6/27/84,Not on file,11/23/88,DISCONTINUED,,,,
PHARMACY,M.A.C. PHARMACY INC.,,"3910 WHITE PLAINS RD. BRONX, NY 10466-0000",18948,1/15/86,2/1/07,1/24/08,DISCONTINUED,,,,
PHARMACY,M.A.R.C.S. EMPIRE CORP,EAST BURNSIDE PHARMACY,"3A EAST BURNSIDE AVE BRONX, NY 10453-0000",39539,6/14/22,6/14/22,5/31/25,,47627,,,
PHARMACY,M.B. AHMED DRUG CORP.,ROOSEVELT DRUGS & SURGICALS,"74-19 ROOSEVELT AVE. JACKSON HEIGHTS, NY 11372-0000",18751,8/19/85,9/1/16,11/18/16,TRANSFER,,,35080,ROOSEVELT DRUG CORP./ ROOSEVELT DRUGS AND SURGICALS
PHARMACY,M.B. DRUGS INC.,,"222 15TH ST. BROOKLYN, NY 11215-0000",18328,10/24/84,11/1/19,10/31/22,,35536,,,
PHARMACY,M.C. PHARMACY INC.,MEDICAL CENTRE PHARMACY,"170 MAPLE AVE WHITE PLAINS, NY 10601-0000",13609,1/10/72,Not on file,12/29/95,TRANSFER,,,22782,MIRRA PHARMACY CORP./ MEDICAL CENTRE PHARMACY
PHARMACY,M.C.R. DRUGS INC.,,"308 CRESCENT ST BROOKLYN, NY 11208-0000",17636,12/21/82,Not on file,3/31/88,DISCONTINUED,,,,
PHARMACY,"M.D. PHARMACY, INC.",RX TOWN PHARMACY,"3965 LONG BEACH RD. ISLAND PARK, NY 11558-0000",18606,5/24/85,Not on file,7/2/95,DISCONTINUED,,,,
PHARMACY,M.D.C. DRUGS INC.,REDWOOD DRUGS,"1566 RALPH AVE. BROOKLYN, NY 11236-0000",15853,5/9/77,Not on file,8/3/98,DISCONTINUED,,,,
PHARMACY,M.G.M. SUPPLY CORPORATION,LEEDS OF LITTLE NECK,"252-01 NORTHERN BLVD. LITTLE NECK, NY 11363-0000",18443,1/18/85,Not on file,4/12/89,TRANSFER,,,20182,ADJADA INC./ LEEDS PHARMACY
PHARMACY,M.G.R. FARMACIA LATINA INC,,"37-63 103RD STREET CORONA, NY 11368-0000",26439,2/4/04,3/1/22,2/28/25,,52268,,,
PHARMACY,"M.I.A. ASSOCIATES, INC.",,"118 THIRD AVE BROOKLYN, NY 11217-0000",18768,9/4/85,Not on file,1/31/90,DISCONTINUED,,,,
PHARMACY,M.M. EWING CONTINUING CARE CENTER,,"C/O PHARMACY 350 PARRISH ST. CANANDAIGUA, NY 14424-0000",18495,3/7/85,4/1/22,3/31/25,,,,,
PHARMACY,M.M.J.J. INC.,TERRACE APOTHECARY,"64B CARLTON AVENUE ISLIP TERRACE, NY 11752-0000",17707,3/29/83,4/1/13,8/11/14,DISCONTINUED,,,,
PHARMACY,M.P.S. DRUG CORP.,,"259 EAST 72ND ST. NEW YORK, NY 10021-0000",18089,3/21/84,1/1/05,12/26/06,DISCONTINUED,,,,
PHARMACY,"M.R.B. (FOREST GROVE) PHARMACY, INC.",,"63-59 FOREST AVENUE RIDGEWOOD, NY 11385-0000",17782,6/6/83,Not on file,4/16/93,DISCONTINUED,,,,
PHARMACY,M.S.K. PHARMACY INC.,WYCKOFF RX CENTER,"17-59 RIDGEWOOD PL. BROOKLYN, NY 11237-0000",22374,2/2/95,Not on file,12/8/97,DISCONTINUED,,,,
PHARMACY,M&D ELITE PHARMACY LLC.,,"239-19 BRADDOCK AVE. JAMAICA, NY 11426-0000",35814,10/19/17,10/1/20,4/23/21,DISCONTINUED,,,,
PHARMACY,"MAC FARLAND, JOSEPH WYNN",WELLS PHARMACY,"WELLS PHARMACY 25F N. VAN RENSSELAER ST. SARATOGA SPRINGS, NY 12866-0000",8903,1/1/61,Not on file,8/24/95,DISCONTINUED,,,,
PHARMACY,MAC LEOD PRESCRIPTION PHARMACY INC.,,"8672 BUFFALO AVE. NIAGARA FALLS, NY 14304-0000",11689,4/1/66,5/1/16,12/4/17,DISCONTINUED,,,,
PHARMACY,MACABEEA CORP.,DANISH PHARMACY,"443 DEKALB AVENUE BROOKLYN, NY 11205-0000",26669,7/30/04,7/1/22,6/30/25,,60730,,,
PHARMACY,MACCABI PHARMACY RX INC,,"7618 JAMAICA AVE. JAMAICA, NY 11421-0000",37314,3/19/19,3/19/19,3/11/20,TRANSFER,,,38037,JP RX CORP/ MACCABI PHARMACY RX
PHARMACY,"MACEDON CLINTON STORES, INC.",CVS PHARMACY,"WEST WAYNE SHOPPING PLAZA ROUTE 31 MACEDON, NY 14502-0000",14524,2/1/74,Not on file,11/20/92,DISCONTINUED,,,,
PHARMACY,"MACK DRUG CO. OF NEW YORK, INC.",CVS PHARMACY #422,"D/B/A CVS/PHARMACY #422 402 MOHAWK MALL SCHENECTADY, NY 12304-0000",15129,10/1/74,Not on file,6/27/98,DISCONTINUED,,,,
PHARMACY,"MACK DRUG CO. OF NEW YORK, INC.",CVS PHARMACY,"ORANGE PLAZA SHOPPING CTR ROUTE 211 MIDDLETOWN, NY 10940-0000",15131,10/1/74,Not on file,12/13/93,DISCONTINUED,,,,
PHARMACY,"MACK DRUG CO. OF NEW YORK, INC.",CVS PHARMACY,"TOWN SQUIRE SHOPPING PLZ ROUTE 9W GLENMONT,, NY 12077-0000",15133,10/1/74,Not on file,10/20/90,DISCONTINUED,,,,
PHARMACY,"MACK DRUG CO. OF NEW YORK, INC.",CVS PHARMACY,"C/O PHARMACY HYDE PARK MALL RTE 9 HYDE PARK, NY 12538-0000",15134,10/1/74,Not on file,1/10/98,,,,,
PHARMACY,MACOMBS PHARMACY INC.,,"1733 NELSON AVE. BRONX, NY 10453-0000",23020,9/19/96,Not on file,12/31/98,DISCONTINUED,,,,
PHARMACY,MACROSCRIPTS INC,MACRORX PHARMACY,"5202 7TH AVE BROOKLYN, NY 11220-0000",33366,2/5/15,2/1/21,1/31/24,,54176,,,
PHARMACY,"MACY'S NEW YORK, INC.",,"151 WEST 34TH ST. NEW YORK, NY 10001-0000",15918,7/31/77,Not on file,11/28/88,TRANSFER,,,20021,"MACY'S NORTHEAST, INC."
PHARMACY,"MACY'S NORTHEAST, INC.",,"C/O PHARMACY 151 WEST 34TH ST. NEW YORK, NY 10001-0000",20021,11/28/88,Not on file,4/15/94,DISCONTINUED,,,,
PHARMACY,MADDUKURI PHARMACY INC.,,"2007 SOUTHERN BLVD. BRONX, NY 10460-0000",17521,8/2/82,Not on file,7/1/88,DISCONTINUED,,,,
PHARMACY,MADINA DRUGS CORP,,"1225 FULTON AVE. BRONX, NY 10456-0000",37427,7/16/19,7/16/19,6/30/22,,36394,,,
PHARMACY,MADINA PHARMACY INC.,,"1105 BROADWAY SUITE 8 BUFFALO, NY 14212-0000",34224,1/6/16,1/1/22,12/31/24,,,,,
PHARMACY,MADISON APOTHECARY INC,,"1114 MADISON AVE NEW YORK, NY 10028-0000",37983,2/20/20,2/20/20,1/31/23,,52437,,,
PHARMACY,MADISON AVENUE PHARMACY INC.,,"1407 MADISON AVE. NEW YORK, NY 10029-6930",20222,5/18/89,6/1/19,9/10/19,DISCONTINUED,,,,
PHARMACY,"MADISON CHEMIST, INC",DRUG LOFT PHARMACY,"1408 MADISON AVE. NEW YORK, NY 10029-0000",20466,2/27/90,3/1/22,2/28/25,,39051,,,
PHARMACY,MADISON DRUGS INC.,,"36 GOUVERNEUR ST. NEW YORK, NY 10002-0000",24861,11/13/00,12/1/19,11/30/22,,47418,,,
PHARMACY,MADISON PHARMACY & SURGICAL SUPPLY CORP.,MADISON PHARMACY & SURGICAL SUPPLY,"5 EAST 208TH ST. BRONX, NY 10467-0000",27209,5/26/05,5/1/08,12/8/08,DISCONTINUED,,,,
PHARMACY,MADISON RX INC.,,"1701 MADISON ST RIDGEWOOD, NY 11385-0000",38423,9/29/20,9/29/20,5/6/22,TRANSFER,,,39531,RIDGEWOOD DRUG INC./ MADISON RX
PHARMACY,"MADISON RX PHARMACY, INC.",,"203 MADISON STREET NEW YORK, NY 10002-0000",33427,3/6/15,3/1/21,2/29/24,,58537,,,
PHARMACY,"MADISON SPECIALTY PHARMACY, INC.",,"1663 MADISON AVE NEW YORK, NY 10029-3150",39405,2/10/22,2/10/22,1/31/25,,67467,,,
PHARMACY,"MADRA PHARMACY, INC.",ACE PHARMACY,"727 ALLERTON AVENUE BRONX, NY 10467-0000",17234,7/24/81,Not on file,2/4/92,TRANSFER,,,21059,727 ALLERTON DRUG CORP.
PHARMACY,MAGE DRUGS INC.,BOHEMIA DRUGS,"1104 SMITHTOWN AVE. BOHEMIA, NY 11716-0000",11499,11/30/66,Not on file,11/12/98,DISCONTINUED,,,,
PHARMACY,"MAGELLAN RX PHARMACY, LLC.",,"31-75 23 RD STREET SUITE 410 ASTORIA, NY 11106-0000",27378,9/19/05,9/1/17,12/31/18,DISCONTINUED,,,,
PHARMACY,MAGGIACOMO PHARMACY INC.,,"MAIN ST. PLEASANT VALLEY, NY 12569-0000",16999,1/1/81,Not on file,1/31/03,DISCONTINUED,,,,
PHARMACY,MAGGINA DRUG CORP.,YELLOWSTONE PHARMACY,"73-01 YELLOWSTONE BLVD. FOREST HILLS, NY 11375-0000",17310,11/10/81,Not on file,11/18/97,TRANSFER,,,23455,"YELLOWSTONE PHARMACY, INC."
PHARMACY,"MAGGIO, GREGORY V.",MAGGIO PHARMACY,"MAGGIO PHARMACY 583 LAKE AVENUE ROCHESTER, NY 14613-0000",2896,6/1/52,Not on file,8/31/88,DISCONTINUED,,,,
PHARMACY,MAGGY PHARMACY INC.,MAGGY MARKETPLACE,"1165 RTE 374 COOK ST. P.O. BOX 369 DANNEMORA, NY 12929-0000",12358,1/1/69,2/1/22,1/31/25,,,,,
PHARMACY,MAGLE DRUG CORP.,PERRY PHARMACY,"504 5TH AVENUE BROOKLYN, NY 11215-0000",17451,5/7/82,Not on file,1/5/93,TRANSFER,,,21504,PERRY DRUGS INC.
PHARMACY,MAGNA DRUG INC.,,"78-14 ROOSEVELT AVE. JACKSON HEIGHTS, NY 11372-0000",21354,8/12/92,Not on file,5/21/96,DISCONTINUED,,,,
PHARMACY,MAGNAM PHARMACY INC.,,"1236 FULTON ST. BROOKLYN, NY 11216-0000",17016,2/25/81,3/1/13,4/12/13,DISCONTINUED,,,,
PHARMACY,MAGNANO MICHAEL R,MAGNANO'S PHARMACY,"8-10 W MAIN ST CUBA, NY 14727-0000",10884,6/17/65,Not on file,4/19/88,TRANSFER,,,19810,FAY'S INCORPORATED/ ECKERD
PHARMACY,MAGNANO PHARMACY INC,,"535 MAIN ST OLEAN, NY 14760-0000",15835,5/18/77,Not on file,4/9/88,DISCONTINUED,,,,
PHARMACY,MAGNET RX LLC,DRUG RITE PHARMACY,"77-02 21ST AVE EAST ELMHURST, NY 11370-0000",38771,4/13/21,4/13/21,3/31/24,,64985,,,
PHARMACY,MAGNOLIA PHARMACY INC,,"2032 THIRD AVE NEW YORK, NY 10029-0000",33355,1/23/15,1/1/18,10/22/20,TRANSFER,,,38400,MAGNOLIA RX INC./ MAGNOLIA PHARMACY
PHARMACY,MAGNOLIA RX INC.,MAGNOLIA PHARMACY,"2032 THIRD AVE. NEW YORK, NY 10029-0000",38400,10/22/20,10/22/20,9/30/23,,41118,,,
PHARMACY,MAGNOTTI'S DONGAN HILLS PHARMACY INC.,,"1674 RICHMOND ROAD STATEN ISLAND, NY 10304-0000",17599,10/26/82,Not on file,9/30/91,DISCONTINUED,,,,
PHARMACY,MAGO & MAGO INC.,WINSTON DRUGS,"861 EAST TREMONT AVE. BRONX, NY 10460-0000",21427,10/5/92,Not on file,10/24/95,DISCONTINUED,,,,
PHARMACY,MAHAKALI CORPORATION,GLOVERSVILLE PHARMACY,"42 NORTH MAIN ST. GLOVERSVILLE, NY 12078-0000",31342,6/8/12,6/1/21,5/31/24,,56743,,,
PHARMACY,"MAHAKALI PHARMACY, INC.",MERIT DRUGS,"90-54 SUTPHIN BLVD. JAMAICA, NY 11435-0000",21842,10/26/93,Not on file,10/17/05,DISCONTINUED,,,,
PHARMACY,MAHALAXMI PHARMACY INC.,SHERMAN'S DRUG MART,"63-58 108TH ST. FOREST HILLS, NY 11375-0000",18034,2/3/84,Not on file,2/7/91,TRANSFER,,,20861,"JAI JALARAM PHARMACY, INC./ SHERMAN'S DRUG MART"
PHARMACY,"MAHANNA, WILLIAM J., INC.",WATERVILLE PHARMACY,"WATERVILLE PHARMACY 117 WEST MAIN ST. WATERVILLE, NY 13480-0000",16033,11/16/77,Not on file,4/6/89,DISCONTINUED,,,,
PHARMACY,"MAHANNA, WILLIAM J., INC.",MAPLEDALE PHARMACY,"MAPLEDALE PHARMACY RR #1, BOX 218 ROUTE 12 BARNEVELD, NY 13304-0000",16047,11/16/77,Not on file,12/6/93,,,,,
PHARMACY,"MAHANNA'S PHARMACY, INC.",,"1706 WHITESBORO ST. UTICA, NY 13502-0000",14602,7/9/73,Not on file,5/22/90,TRANSFER,,,20609,"R.K. PATEL CORPORATION/ MEDICINE SHOPPE, THE"
PHARMACY,"MAHESH DRUGS, INC.",,"731 WHITE PLAINS ROAD BRONX, NY 10473-0000",17159,6/26/81,Not on file,2/7/90,TRANSFER,,,17159,"Date First Registered :  06/26/81      Registration Begins :  Not on file   Registered through :  02/07/90      Establishment Status : TRANSFER                       Successor :    017159 MAHESH DRUGS, INC."
PHARMACY,MAHESH PHARMACY INC.,,"157 SHERMAN AVE. NEW YORK, NY 10034-0000",18530,4/2/85,Not on file,8/13/98,DISCONTINUED,,,,
PHARMACY,MAHESH PHARMACY INC.,OVAL PHARMACY,"255 E. GUNHILL RD. BRONX, NY 10469-0000",23462,3/2/98,Not on file,12/3/99,TRANSFER,,,24537,KMN PHARMACY CORP/ OVAL PHARMACY
PHARMACY,"MAHOPAC PHARMACY, INC.",,"936 SO. LAKE BLVD MAHOPAC, NY 10541-0000",19627,12/21/87,1/1/08,9/21/09,DISCONTINUED,,,,
PHARMACY,MAIL MED CORP.,,"11 PENN PLAZA SUITE 330 NEW YORK, NY 10001-0000",27411,4/5/06,4/1/09,8/20/09,DISCONTINUED,,,,
PHARMACY,MAIMONIDES MEDICAL CENTER,,"C/O PHARMACY 4802 10TH AVE. BROOKLYN, NY 11219-0000",2221,1/1/31,2/1/22,1/31/25,,,,,
PHARMACY,MAIN AVE. SHAWN PHARMACY INC.,,"339 WYCKOFF AVE. RIDGEWOOD, NY 11385-0000",17686,2/28/83,Not on file,3/26/97,TRANSFER,,,23159,ELLAHI DRUGS CORP./ MAIN AVE SHAWN PHARMACY
PHARMACY,MAIN CARE PHARMACY INC.,,"37-14/18 MAIN ST. 1ST FLOOR FLUSHING, NY 11354-0000",31790,4/1/13,4/1/22,3/31/25,,,,,
PHARMACY,MAIN PHARMACY INC,,"600 MORRIS AVENUE BRONX, NY 10451-4700",35525,8/25/17,8/1/20,7/31/23,,42687,,,
PHARMACY,MAIN PHARMACY INC.,HOPEWELL PHARMACY,"ROUTE #82 P.O. BOX 300 HOPEWELL JUNCTION, NY 12533-0000",8532,2/14/60,Not on file,12/14/99,TRANSFER,,,,
PHARMACY,MAIN PHARMACY INC.,,"72-71 MAIN STREET FLUSHING, NY 11367-0000",30899,9/26/11,9/26/11,6/7/13,TRANSFER,,,32005,SS PHARMACY INC./ MAIN PHARMACY
PHARMACY,"MAIN SOURCE PHARMACY, INC",,"347 MAIN ST. HUNTINGTON, NY 11743-0000",36497,4/2/18,4/1/21,3/31/24,,58914,,,
PHARMACY,MAIN ST.APOTHECARY & SURGICAL SUPPLY INC.,,"507 MAIN ST. NEW ROCHELLE, NY 10801-0000",18326,10/19/84,11/1/10,4/20/12,DISCONTINUED,,,,
PHARMACY,"MAIN STREET PHARMACY CO., INC.",FLUSHING DRUGS & SURGICAL SUPPLIES,"41-39 MAIN ST. FLUSHING, NY 11355-0000",20982,6/27/91,Not on file,6/27/01,TRANSFER,,,25056,"MEDI-SPACE DRUGS, LLC"
PHARMACY,MAIN STREET PHARMACY INC.,,"761 MAIN STREET NEW ROCHELLE, NY 10805-0000",34514,5/17/16,5/1/22,4/30/25,,56857,,,
PHARMACY,"MAIN STREET PHARMACY OF MARCELLUS, INC.",,"11 EAST MAIN STREET MARCELLUS, NY 13108-0000",25325,5/16/02,6/1/22,5/31/25,,46840,,,
